timestamp,device_id,N,P,K,temperature,humidity,ph,rainfall,soil_moisture
2026-01-03T10:58:20.268018,device-01,97,61,173,20.3,44.7,5.1,28.7,30.2
2026-01-03T10:58:23.268807,device-01,58,84,163,20.9,39.7,7.5,160.6,33.6
2026-01-03T10:58:26.269527,device-01,138,132,167,37.5,89.8,4.8,249.4,41.5
2026-01-03T10:58:29.270417,device-01,119,94,128,36.4,47.5,5.3,159.0,28.8
2026-01-03T10:58:32.271324,device-01,92,10,193,17.3,86.8,8.2,139.5,52.8
2026-01-03T10:58:35.272721,device-01,110,106,190,27.9,43.2,8.4,43.5,48.1
2026-01-03T10:58:38.273945,device-01,101,27,99,26.9,85.4,5.8,10.9,55.4
2026-01-03T10:58:41.274824,device-01,8,139,44,15.9,73.9,6.2,193.0,14.0
2026-01-03T10:58:44.275875,device-01,49,51,164,19.2,33.0,5.8,225.6,59.0
2026-01-03T10:58:47.320203,device-01,118,21,143,25.5,53.8,5.8,88.4,20.3
2026-01-03T10:58:50.321889,device-01,101,105,82,33.2,48.2,5.8,174.3,12.7
2026-01-03T10:58:53.322833,device-01,35,55,102,29.8,47.9,7.2,43.2,11.8
2026-01-03T10:58:56.323726,device-01,104,133,136,32.7,49.1,4.8,224.5,23.8
2026-01-03T10:58:59.324813,device-01,39,51,42,30.8,72.8,7.6,91.5,49.6
2026-01-03T10:59:02.325923,device-01,116,124,111,24.3,44.7,8.5,168.5,46.6
2026-01-03T10:59:05.327169,device-01,58,71,21,25.0,68.1,5.5,237.7,46.9
2026-01-03T10:59:08.328337,device-01,100,129,36,19.6,48.2,7.4,150.9,37.6
2026-01-03T10:59:11.329293,device-01,103,46,112,27.6,77.6,7.8,231.8,22.7
2026-01-03T10:59:14.329911,device-01,102,71,63,28.6,88.6,5.7,170.2,11.8
2026-01-03T10:59:17.331550,device-01,128,8,88,19.9,80.3,5.3,19.6,23.0
2026-01-03T10:59:20.332436,device-01,86,11,27,31.4,35.9,7.8,206.5,40.2
2026-01-03T10:59:23.333436,device-01,131,40,51,18.4,89.7,5.2,195.0,59.4
2026-01-03T10:59:26.334861,device-01,19,71,188,25.5,81.3,7.5,44.1,36.9
2026-01-03T10:59:29.335931,device-01,90,36,21,38.8,90.0,8.3,65.9,35.8
2026-01-03T10:59:32.336816,device-01,3,100,110,26.3,40.4,5.9,29.8,35.5
2026-01-03T10:59:35.337718,device-01,82,76,27,39.2,33.0,6.0,110.9,47.3
2026-01-03T10:59:38.339319,device-01,38,92,11,16.2,58.3,6.3,26.0,60.0
2026-01-03T10:59:41.340229,device-01,7,72,161,34.8,76.3,5.3,238.6,41.3
2026-01-03T10:59:44.341154,device-01,94,138,58,17.2,44.2,6.9,121.6,48.5
2026-01-03T10:59:47.342040,device-01,80,28,96,15.3,37.4,6.3,82.3,21.1
2026-01-03T10:59:50.342820,device-01,47,45,64,18.4,44.1,6.3,28.4,41.6
2026-01-03T10:59:53.343936,device-01,49,111,97,27.0,68.3,6.7,32.3,14.3
2026-01-03T10:59:56.344969,device-01,31,81,160,26.1,43.3,5.6,224.4,49.2
2026-01-03T10:59:59.345735,device-01,106,58,62,16.2,44.1,5.8,197.7,36.5
2026-01-03T11:00:02.346954,device-01,0,65,85,32.9,89.5,8.0,96.1,49.7
2026-01-03T11:00:05.348306,device-01,116,108,91,23.3,89.0,4.9,216.4,16.6
2026-01-03T11:00:08.348961,device-01,23,36,112,35.1,78.0,7.2,134.5,31.2
2026-01-03T11:00:11.349589,device-01,78,98,164,24.9,72.4,5.8,229.2,45.0
2026-01-03T11:00:14.350327,device-01,53,51,117,33.1,37.8,8.2,57.3,24.1
2026-01-03T11:00:17.351167,device-01,7,52,145,17.6,32.9,7.1,70.9,38.0
2026-01-03T11:00:20.352070,device-01,112,45,163,20.4,66.1,6.7,224.4,28.7
2026-01-03T11:00:23.352794,device-01,21,63,16,27.7,40.5,6.7,79.6,57.7
2026-01-03T11:00:26.353392,device-01,98,36,36,21.4,73.6,6.9,108.6,56.6
2026-01-03T11:00:29.354018,device-01,34,108,51,38.6,57.1,7.2,98.0,46.4
2026-01-03T11:00:32.354935,device-01,75,91,50,21.9,31.7,5.1,133.0,25.5
2026-01-03T11:00:35.355762,device-01,52,33,88,30.9,34.5,7.0,126.0,53.3
2026-01-03T11:00:38.356653,device-01,24,45,10,23.0,64.7,8.1,108.0,46.1
2026-01-03T11:00:41.357581,device-01,46,142,154,27.0,31.9,6.3,108.2,39.5
2026-01-03T11:00:44.358404,device-01,17,41,80,38.7,75.6,6.9,244.8,26.7
2026-01-03T11:00:47.359327,device-01,86,19,54,29.3,79.2,5.3,191.5,43.3
2026-01-03T11:00:50.360290,device-01,74,114,90,37.7,53.4,8.3,198.8,28.8
2026-01-03T11:00:53.361797,device-01,70,63,120,16.5,64.9,7.3,75.1,38.5
2026-01-03T11:00:56.362292,device-01,125,43,61,28.5,73.1,8.5,23.1,34.3
2026-01-03T11:00:59.363054,device-01,67,105,5,29.0,36.2,6.5,99.2,50.7
2026-01-03T11:01:02.363708,device-01,17,98,154,37.4,35.5,7.0,25.0,32.7
2026-01-03T11:01:05.364721,device-01,130,83,174,27.2,54.9,6.7,163.4,22.8
2026-01-03T11:01:08.365618,device-01,52,140,21,39.9,58.6,8.2,146.2,46.1
2026-01-03T11:01:11.366552,device-01,39,83,166,30.2,86.8,7.0,46.0,13.6
2026-01-03T11:01:14.367503,device-01,20,61,70,15.8,34.2,6.1,157.0,54.7
2026-01-03T11:01:17.368105,device-01,102,85,80,37.2,49.3,7.9,80.2,30.5
2026-01-03T11:01:20.368872,device-01,22,82,42,29.0,31.5,7.1,218.4,36.9
2026-01-03T11:01:23.369993,device-01,125,104,113,28.1,55.1,4.6,62.7,41.2
2026-01-03T11:01:26.370508,device-01,17,105,183,19.6,85.3,7.1,72.1,34.6
2026-01-03T11:01:29.371282,device-01,47,98,163,34.8,41.9,7.1,160.2,25.5
2026-01-03T11:01:32.372225,device-01,80,11,122,18.3,42.1,4.7,127.8,28.0
2026-01-03T11:01:35.372797,device-01,18,54,9,32.9,57.1,8.5,230.7,31.6
2026-01-03T11:01:38.373901,device-01,48,86,200,24.9,59.2,6.5,225.9,36.5
2026-01-03T11:01:41.374614,device-01,113,122,150,25.0,82.2,7.7,102.0,43.2
2026-01-03T11:01:44.375577,device-01,17,109,141,28.0,68.8,7.1,31.2,11.6
2026-01-03T11:01:47.376468,device-01,33,52,184,29.5,34.5,5.4,29.8,37.8
2026-01-03T11:01:50.377519,device-01,35,99,166,23.4,59.2,5.1,110.7,15.1
2026-01-03T11:01:53.378366,device-01,103,91,9,31.6,76.9,5.6,45.8,17.7
2026-01-03T11:01:56.379326,device-01,21,114,97,26.6,51.3,5.3,208.9,25.7
2026-01-03T11:01:59.380022,device-01,61,145,54,39.1,69.5,5.5,221.9,52.4
2026-01-03T11:02:02.380853,device-01,20,65,77,34.9,57.5,8.0,55.0,27.1
2026-01-03T11:02:05.381785,device-01,136,74,78,32.1,46.0,7.9,180.8,53.0
2026-01-03T11:02:08.382761,device-01,10,20,50,28.9,64.0,5.1,107.1,57.0
2026-01-03T11:02:11.383803,device-01,101,69,133,34.5,46.6,6.2,239.9,42.5
2026-01-03T11:02:14.384877,device-01,32,48,127,18.3,75.1,6.8,150.8,19.0
2026-01-03T11:02:17.385996,device-01,41,31,81,20.2,48.7,5.8,201.4,28.0
2026-01-03T11:02:20.387096,device-01,80,19,24,38.4,81.6,8.1,197.2,15.1
2026-01-03T11:02:23.387741,device-01,35,79,120,25.2,41.4,6.9,17.3,56.3
2026-01-03T11:02:26.388506,device-01,46,120,141,16.8,40.2,5.0,212.8,25.6
2026-01-03T11:02:29.389546,device-01,0,71,63,39.0,39.8,5.6,106.0,42.0
2026-01-03T11:02:32.390419,device-01,109,98,131,27.2,49.6,8.1,100.0,54.6
2026-01-03T11:02:35.391315,device-01,48,24,72,30.1,71.4,7.1,197.6,31.8
2026-01-03T11:02:38.391923,device-01,135,44,73,30.6,66.8,5.2,201.0,20.2
2026-01-03T11:02:41.392653,device-01,61,82,101,22.2,35.9,4.9,215.1,51.7
2026-01-03T11:02:44.393274,device-01,36,116,189,35.3,40.6,8.2,155.4,57.8
2026-01-03T11:02:47.394272,device-01,84,80,79,39.6,41.5,5.2,159.9,53.9
2026-01-03T11:02:50.395577,device-01,40,30,111,33.7,41.8,7.0,157.3,31.2
2026-01-03T11:02:53.396377,device-01,95,99,183,17.8,45.1,5.4,214.0,55.5
2026-01-03T11:02:56.397319,device-01,138,106,94,38.7,83.3,6.6,59.9,38.8
2026-01-03T11:02:59.398237,device-01,33,102,136,26.8,71.8,5.5,171.5,20.0
2026-01-03T11:03:02.399323,device-01,93,134,5,39.7,74.4,7.3,93.4,48.8
2026-01-03T11:03:05.400149,device-01,47,15,13,20.6,45.6,5.5,7.9,24.3
2026-01-03T11:03:08.400770,device-01,119,24,39,26.9,79.3,7.2,215.6,11.4
2026-01-03T11:03:11.401512,device-01,135,120,17,23.0,54.2,5.9,57.1,10.7
2026-01-03T11:03:14.402456,device-01,8,5,66,39.1,89.8,7.2,133.1,51.2
2026-01-03T11:03:17.403477,device-01,99,113,159,16.3,42.4,6.6,110.7,12.8
2026-01-03T11:03:20.404490,device-01,70,115,32,35.6,57.6,7.7,6.4,23.7
2026-01-03T11:03:23.405154,device-01,36,26,155,32.8,76.8,7.1,209.4,47.2
2026-01-03T11:03:26.406008,device-01,64,95,170,27.2,60.6,6.5,201.1,20.6
2026-01-03T11:03:29.406555,device-01,103,30,42,32.3,33.8,5.1,123.4,35.3
2026-01-03T11:03:32.407579,device-01,6,19,73,29.6,38.8,8.3,171.4,10.9
2026-01-03T11:03:35.408360,device-01,18,127,32,20.5,64.7,5.7,197.7,11.6
2026-01-03T11:03:38.409195,device-01,10,23,205,16.6,78.9,5.3,218.0,40.5
2026-01-03T11:03:41.409691,device-01,97,128,205,34.8,72.4,7.5,135.0,20.1
2026-01-03T11:03:44.410602,device-01,94,56,194,34.3,64.8,6.7,185.9,52.5
2026-01-03T11:03:47.411707,device-01,96,83,76,31.6,41.7,6.5,39.6,25.6
2026-01-03T11:03:50.412742,device-01,31,126,96,19.1,86.0,7.7,151.7,59.8
2026-01-03T11:03:53.413540,device-01,86,15,122,36.9,77.0,6.6,39.2,29.8
2026-01-03T11:03:56.414332,device-01,17,134,192,26.0,35.2,5.8,13.7,14.5
2026-01-03T11:03:59.415059,device-01,78,46,141,35.1,65.1,6.7,28.8,16.4
2026-01-03T11:04:02.415926,device-01,129,70,102,20.9,70.9,7.9,223.2,23.4
2026-01-03T11:04:05.416976,device-01,105,60,131,32.4,39.4,5.0,160.3,48.0
2026-01-03T11:04:08.417871,device-01,140,57,157,38.7,79.6,7.7,208.4,48.8
2026-01-03T11:04:11.418881,device-01,122,121,104,16.2,57.4,7.4,208.7,15.0
2026-01-03T11:04:14.419665,device-01,22,10,49,36.3,71.2,6.3,38.6,27.3
2026-01-03T11:04:17.420445,device-01,138,29,171,22.5,85.1,5.9,221.8,21.0
2026-01-03T11:04:20.421399,device-01,135,141,170,26.1,75.6,5.6,112.0,36.0
2026-01-03T11:04:23.422162,device-01,56,127,164,30.3,63.8,7.2,241.7,38.4
2026-01-03T11:04:26.422780,device-01,106,122,99,39.9,62.2,7.9,138.1,51.7
2026-01-03T11:04:29.423471,device-01,113,65,176,26.6,72.6,5.7,174.1,40.9
2026-01-03T11:04:32.424027,device-01,108,52,41,39.2,72.2,7.7,40.0,34.3
2026-01-03T11:04:35.425033,device-01,122,137,203,33.1,47.4,6.5,196.8,38.6
2026-01-03T11:04:38.425784,device-01,59,54,19,23.9,34.1,5.4,65.1,43.1
2026-01-03T11:04:41.426655,device-01,89,107,37,20.6,36.8,4.8,82.6,33.7
2026-01-03T11:04:44.427451,device-01,6,113,11,16.2,60.6,6.7,11.5,11.0
2026-01-03T11:04:47.428543,device-01,66,143,153,31.7,75.6,4.9,125.6,58.5
2026-01-03T11:04:50.429537,device-01,74,60,133,36.4,47.0,6.5,36.6,56.5
2026-01-03T11:04:53.430367,device-01,14,34,165,21.9,72.7,5.3,169.3,19.9
2026-01-03T11:04:56.431228,device-01,23,45,17,20.3,75.6,5.0,94.8,52.1
2026-01-03T11:04:59.431929,device-01,103,64,16,37.8,77.3,7.4,95.0,36.1
2026-01-03T11:05:02.432753,device-01,61,59,100,25.7,40.7,6.6,98.5,59.0
2026-01-03T11:05:05.433492,device-01,41,27,199,32.9,49.0,5.8,235.6,28.2
2026-01-03T11:05:08.434309,device-01,88,13,85,34.3,88.0,6.7,245.9,19.0
2026-01-03T11:05:11.435068,device-01,132,79,92,29.6,32.2,6.6,222.2,24.7
2026-01-03T11:05:14.436207,device-01,69,47,58,20.0,33.0,6.0,16.8,35.1
2026-01-03T11:05:17.437108,device-01,104,140,133,19.6,56.1,6.4,181.7,37.0
2026-01-03T11:05:20.438276,device-01,85,41,49,21.2,41.1,7.6,171.2,26.7
2026-01-03T11:05:23.439003,device-01,116,24,128,38.3,59.1,8.4,36.3,35.3
2026-01-03T11:05:26.439716,device-01,127,140,16,27.7,88.0,7.4,86.8,34.4
2026-01-03T11:05:29.440461,device-01,69,136,168,39.6,37.3,7.6,223.1,14.8
2026-01-03T11:05:32.441115,device-01,104,42,80,37.1,74.8,6.1,3.5,21.0
2026-01-03T11:05:35.442010,device-01,39,8,11,21.1,51.4,6.4,156.4,37.9
2026-01-03T11:05:38.442813,device-01,55,45,127,22.5,58.2,7.4,136.1,49.1
2026-01-03T11:05:41.443657,device-01,1,126,29,17.6,53.5,7.9,204.8,26.0
2026-01-03T11:05:44.444352,device-01,120,25,197,16.1,66.5,6.3,81.7,33.7
2026-01-03T11:05:47.445386,device-01,78,84,127,21.2,56.3,6.1,176.3,41.6
2026-01-03T11:05:50.445904,device-01,83,72,140,24.0,45.5,4.9,233.0,43.6
2026-01-03T11:05:53.446933,device-01,96,119,159,18.8,34.0,6.8,109.1,45.3
2026-01-03T11:05:56.448207,device-01,1,103,187,33.7,54.7,7.6,231.4,19.7
2026-01-03T11:05:59.448939,device-01,70,35,159,25.8,32.8,4.7,195.3,40.1
2026-01-03T11:06:02.449661,device-01,11,7,86,23.7,83.9,5.2,201.9,26.9
2026-01-03T11:06:05.450531,device-01,10,51,64,23.5,73.2,5.3,122.7,27.8
2026-01-03T11:06:08.451952,device-01,14,61,95,15.8,63.9,5.1,114.1,51.5
2026-01-03T11:06:11.453234,device-01,42,61,85,22.2,43.2,5.9,153.4,27.0
2026-01-03T11:06:14.454204,device-01,135,14,80,27.8,40.0,4.6,221.3,17.6
2026-01-03T11:06:17.454808,device-01,111,106,73,39.4,85.3,8.2,123.2,18.7
2026-01-03T11:06:20.455343,device-01,107,142,143,37.0,55.1,5.7,5.6,16.0
2026-01-03T11:06:23.456222,device-01,130,79,132,38.9,75.2,7.5,216.0,57.1
2026-01-03T11:06:26.457016,device-01,27,130,169,27.9,59.3,6.4,161.1,16.2
2026-01-03T11:06:29.457888,device-01,101,135,68,21.5,32.4,5.1,42.7,23.9
2026-01-03T11:06:32.458574,device-01,106,108,126,36.4,77.6,5.0,1.8,13.9
2026-01-03T11:06:35.459570,device-01,88,22,115,15.7,86.6,7.3,190.6,17.5
2026-01-03T11:06:38.460484,device-01,84,113,123,36.4,37.4,7.1,105.5,19.7
2026-01-03T11:06:41.461424,device-01,5,116,38,17.9,51.8,5.0,249.7,40.4
2026-01-03T11:06:44.462771,device-01,50,109,73,35.5,51.0,6.9,109.9,26.6
2026-01-03T11:06:47.463802,device-01,108,94,60,35.1,42.8,5.1,152.8,19.7
2026-01-03T11:06:50.464881,device-01,103,90,157,15.7,32.1,5.6,100.8,29.1
2026-01-03T11:06:53.465733,device-01,67,36,193,32.0,81.0,4.5,231.8,45.6
2026-01-03T11:06:56.466774,device-01,116,73,28,26.2,35.9,5.2,205.0,47.7
2026-01-03T11:06:59.467653,device-01,83,138,84,21.2,68.2,6.2,117.5,40.5
2026-01-03T11:07:02.468282,device-01,47,56,162,22.5,34.7,7.7,239.7,20.3
2026-01-03T11:07:05.469277,device-01,20,47,124,37.3,59.2,6.4,37.2,11.7
2026-01-03T11:07:08.470281,device-01,6,29,67,36.5,35.2,7.9,40.9,48.3
2026-01-03T11:07:11.470932,device-01,36,59,168,25.4,40.5,5.2,178.7,10.6
2026-01-03T11:07:14.472004,device-01,95,142,125,17.8,62.1,6.1,148.3,52.5
2026-01-03T11:07:17.472732,device-01,106,20,66,27.7,43.4,4.7,136.5,23.6
2026-01-03T11:07:20.473767,device-01,58,90,72,20.7,78.0,5.0,229.1,58.4
2026-01-03T11:07:23.474719,device-01,13,53,68,39.7,63.7,8.3,7.0,32.7
2026-01-03T11:07:26.475968,device-01,44,27,31,17.9,52.6,5.6,233.1,10.8
2026-01-03T11:07:29.477141,device-01,30,134,47,31.3,47.9,6.3,150.7,38.2
2026-01-03T11:07:32.478062,device-01,109,125,190,16.2,85.6,8.5,236.8,11.9
2026-01-03T11:07:35.478923,device-01,67,102,170,15.1,44.4,5.0,138.6,13.7
2026-01-03T11:07:38.479728,device-01,15,131,129,35.6,84.9,8.4,179.1,39.6
2026-01-03T11:07:41.480454,device-01,128,84,165,31.4,81.6,7.4,13.2,19.6
2026-01-03T11:07:44.481357,device-01,44,124,113,15.2,38.2,4.8,180.0,18.1
2026-01-03T11:07:47.482490,device-01,11,75,70,30.9,78.2,7.4,32.1,26.5
2026-01-03T11:07:50.483555,device-01,15,44,145,39.5,50.4,6.3,51.0,14.0
2026-01-03T11:07:53.484612,device-01,19,30,26,32.6,72.1,4.7,73.9,41.6
2026-01-03T11:07:56.485826,device-01,18,67,188,33.8,48.4,4.6,156.9,48.8
2026-01-03T11:07:59.487313,device-01,17,15,40,30.8,65.0,8.4,85.2,57.3
2026-01-03T11:08:02.487986,device-01,106,15,72,17.1,84.8,5.9,19.0,45.7
2026-01-03T11:08:05.488797,device-01,64,38,77,19.9,40.1,8.0,4.5,30.9
2026-01-03T11:08:08.489746,device-01,111,89,19,25.8,34.9,5.7,218.5,22.4
2026-01-03T11:08:11.490861,device-01,18,79,77,38.4,55.0,4.8,76.5,54.3
2026-01-03T11:08:14.492173,device-01,63,15,88,31.2,80.4,4.8,11.5,29.7
2026-01-03T11:08:17.493211,device-01,75,64,137,31.5,79.5,5.4,154.6,16.1
2026-01-03T11:08:20.494227,device-01,116,28,186,30.5,67.9,7.6,151.9,30.1
2026-01-03T11:08:23.495218,device-01,121,138,48,28.4,88.2,4.7,75.6,55.0
2026-01-03T11:08:26.496334,device-01,83,124,173,35.7,55.4,5.1,238.0,45.0
2026-01-03T11:08:29.497511,device-01,53,102,44,38.0,59.9,5.5,206.3,11.7
2026-01-03T11:08:32.498718,device-01,85,6,60,17.9,87.4,5.0,151.3,12.6
2026-01-03T11:08:35.499485,device-01,33,116,152,39.2,38.1,4.6,237.7,59.0
2026-01-03T11:08:38.500270,device-01,81,126,150,21.4,35.0,8.4,174.0,48.7
2026-01-03T11:08:41.501572,device-01,26,129,89,23.6,55.4,8.3,101.5,42.8
2026-01-03T11:08:44.502461,device-01,73,115,61,19.7,72.2,4.6,149.6,56.4
2026-01-03T11:08:47.503354,device-01,34,97,89,35.3,42.1,5.7,113.7,16.7
2026-01-03T11:08:50.504206,device-01,127,10,79,38.5,82.3,6.0,116.0,23.7
2026-01-03T11:08:53.505209,device-01,111,33,203,24.3,34.9,7.5,180.2,34.2
2026-01-03T11:08:56.506153,device-01,15,37,118,27.4,81.6,7.9,197.0,15.0
2026-01-03T11:08:59.507301,device-01,85,102,122,18.9,33.9,4.5,111.3,40.4
2026-01-03T11:09:02.508223,device-01,134,31,47,37.3,62.8,5.7,181.5,55.0
2026-01-03T11:09:05.509138,device-01,131,126,190,16.1,37.6,7.6,68.2,11.5
2026-01-03T11:09:08.510211,device-01,69,130,147,19.3,61.3,4.9,148.6,38.7
2026-01-03T11:09:11.511305,device-01,4,110,137,20.3,79.5,7.3,154.6,25.9
2026-01-03T11:09:14.512445,device-01,106,45,53,23.7,87.4,4.8,160.5,34.8
2026-01-03T11:09:17.513613,device-01,37,94,102,39.4,40.6,7.0,83.0,29.7
2026-01-03T11:09:20.514455,device-01,57,84,163,23.1,47.2,6.5,172.2,26.9
2026-01-03T11:09:23.515289,device-01,64,141,137,20.2,40.8,5.2,3.0,47.7
2026-01-03T11:09:26.516166,device-01,9,9,62,32.4,79.9,5.4,89.3,30.5
2026-01-03T11:09:29.517332,device-01,6,53,12,19.5,37.2,5.0,175.7,26.2
2026-01-03T11:09:32.518699,device-01,16,85,130,28.0,74.4,4.9,22.8,31.2
2026-01-03T11:09:35.519549,device-01,121,43,26,24.0,45.0,8.0,9.2,24.3
2026-01-03T11:09:38.520371,device-01,91,93,63,31.3,66.5,4.6,31.1,50.2
2026-01-03T11:09:41.520907,device-01,63,121,114,19.2,84.5,6.8,4.6,31.3
2026-01-03T11:09:41.794972,device-01,7,81,94,35.6,58.7,6.0,123.1,56.2
2026-01-03T11:09:44.521736,device-01,139,112,38,17.3,47.0,6.0,20.8,49.9
2026-01-03T11:09:44.795721,device-01,74,8,169,18.0,68.4,7.9,108.2,35.7
2026-01-03T11:09:47.522516,device-01,55,96,163,33.2,67.5,6.0,71.6,29.8
2026-01-03T11:09:47.796557,device-01,91,16,177,36.8,75.1,8.4,49.9,34.8
2026-01-03T11:09:50.523515,device-01,80,44,198,16.7,40.4,4.8,61.4,34.9
2026-01-03T11:09:50.797459,device-01,68,35,174,36.6,89.7,5.3,233.7,40.1
2026-01-03T11:09:53.524653,device-01,130,97,53,29.7,85.7,7.7,214.5,12.3
2026-01-03T11:09:53.798494,device-01,123,119,40,24.0,79.3,6.7,230.9,19.9
2026-01-03T11:09:56.525379,device-01,91,114,178,20.4,50.8,7.0,202.2,49.2
2026-01-03T11:09:56.799169,device-01,112,113,63,31.8,83.6,7.1,63.1,39.4
2026-01-03T11:09:59.526638,device-01,36,54,13,35.2,63.3,8.3,226.3,35.9
2026-01-03T11:09:59.800349,device-01,85,11,144,21.4,50.6,7.4,29.9,56.6
2026-01-03T11:10:02.527046,device-01,58,90,16,34.7,67.3,5.7,50.4,58.1
2026-01-03T11:10:02.801177,device-01,72,7,120,26.1,84.2,8.3,209.4,39.0
2026-01-03T11:10:05.528009,device-01,68,49,124,26.9,45.9,8.0,11.6,21.7
2026-01-03T11:10:05.802256,device-01,88,128,62,36.3,72.3,7.7,186.6,25.1
2026-01-03T11:10:08.528957,device-01,41,141,101,28.9,33.4,7.2,189.3,56.0
2026-01-03T11:10:08.803129,device-01,1,36,162,30.5,77.1,8.3,165.0,31.3
2026-01-03T11:10:11.529895,device-01,97,102,61,22.2,62.0,7.9,31.3,50.3
2026-01-03T11:10:11.804375,device-01,35,105,63,24.8,63.1,6.1,29.7,20.0
2026-01-03T11:10:14.530632,device-01,26,84,65,18.6,74.7,7.4,240.0,38.0
2026-01-03T11:10:14.805259,device-01,122,70,29,20.7,62.0,8.4,6.4,52.4
2026-01-03T11:10:17.531543,device-01,65,6,21,39.9,77.7,7.6,236.6,42.8
2026-01-03T11:10:17.806157,device-01,54,7,80,26.6,32.1,7.8,227.0,14.5
2026-01-03T11:10:20.532222,device-01,119,26,96,32.6,50.7,8.0,202.6,14.3
2026-01-03T11:10:20.806918,device-01,119,91,109,28.0,43.9,7.0,242.9,56.9
2026-01-03T11:10:23.533104,device-01,100,128,58,16.3,41.3,5.1,174.3,52.7
2026-01-03T11:10:23.808218,device-01,34,21,53,19.0,34.6,5.3,79.5,29.9
2026-01-03T11:10:26.533897,device-01,37,133,195,18.3,81.2,8.4,7.9,10.9
2026-01-03T11:10:26.809962,device-01,47,19,123,25.8,53.9,8.2,111.7,25.3
2026-01-03T11:10:29.534649,device-01,18,10,32,34.0,74.8,5.1,142.9,56.6
2026-01-03T11:10:29.810974,device-01,15,96,86,24.4,53.4,6.9,192.2,53.5
2026-01-03T11:10:32.535526,device-01,62,92,25,23.6,77.6,8.0,184.5,27.0
2026-01-03T11:10:32.812264,device-01,22,102,63,15.8,58.8,8.4,2.9,51.6
2026-01-03T11:10:35.536120,device-01,131,30,166,15.3,57.1,7.0,64.7,20.3
2026-01-03T11:10:35.813514,device-01,59,112,168,34.2,78.1,7.3,155.1,58.3
2026-01-03T11:10:38.536863,device-01,98,54,161,26.8,68.5,5.1,127.5,59.5
2026-01-03T11:10:38.814511,device-01,0,40,78,15.5,81.7,7.5,38.1,35.0
2026-01-03T11:10:41.537579,device-01,35,60,184,27.5,45.8,7.2,47.0,29.6
2026-01-03T11:10:41.815432,device-01,24,61,182,34.0,39.1,4.6,135.5,59.4
2026-01-03T11:10:44.538700,device-01,138,79,86,16.6,30.3,6.2,130.0,11.6
2026-01-03T11:10:44.816282,device-01,89,124,105,31.8,43.9,7.5,218.1,39.9
2026-01-03T11:10:47.539352,device-01,66,101,190,19.5,89.8,4.9,168.6,21.2
2026-01-03T11:10:47.817435,device-01,21,116,164,33.8,54.7,5.1,97.8,41.4
2026-01-03T11:10:50.540037,device-01,116,139,30,33.1,53.3,7.6,75.9,56.9
2026-01-03T11:10:50.818601,device-01,38,137,20,23.4,58.9,5.5,196.7,49.6
2026-01-03T11:10:53.540541,device-01,113,133,45,38.2,38.7,7.5,135.4,27.7
2026-01-03T11:10:53.819735,device-01,44,7,73,17.0,33.3,5.8,147.3,15.1
